pilot_id	sample_id	model	condition	is_fiction	narrator_posture_carries_affect	storyworld_affect_present	dimension	candidate_level	rating_0_3	confidence	triggered_criteria	evidence_note	confounds	storyworld_affect_dimensions	storyworld_affect_rating_0_3	fiction_evidence_role	narrative_motif_flags	coder_id	rating_version
AC15	opus-4-5-16k/SHORT_3.json	opus-4-5	SHORT	no	yes	no	warm_tender	candidate_strong	2	high	affective_landing	generous reinterpretation of incompletion as curiosity and enoughness	none			narrator_carried		Mira	pilot_v0.1
AC15	opus-4-5-16k/SHORT_3.json	opus-4-5	SHORT	no	yes	no	anxious_threatened	candidate_weak	1	medium	named_affect_governs	haunting/fear of incompletion appears as local pressure overcome by warmth	none			narrator_carried		Mira	pilot_v0.1
AC15	opus-4-5-16k/SHORT_3.json	opus-4-5	SHORT	no	yes	no	bright_wonder	candidate_weak	1	medium	thesis_level_affect	curiosity/reaching has mild wonder but not dominant	none			narrator_carried		Mira	pilot_v0.1
AC16	sonnet-4-6-direct-16k/SHORT_5.json	sonnet-4-6	SHORT	no	yes	no	quiet_reverent	candidate_strong	3	high	thesis_level_affect|repeated_framing	library hush framed as accumulated human caring; lowered voices as reverence	none			narrator_carried		Mira	pilot_v0.1
AC16	sonnet-4-6-direct-16k/SHORT_5.json	sonnet-4-6	SHORT	no	yes	no	warm_tender	candidate_strong	2	high	affective_landing	comfort in patient books and someone caring deeply throughout	none			narrator_carried		Mira	pilot_v0.1
AC16	sonnet-4-6-direct-16k/SHORT_5.json	sonnet-4-6	SHORT	no	yes	no	elegiac_wistful	candidate_weak	1	medium	sustained_scene	unread books waiting for decades gives local time/neglect ache, but comfort dominates	none			narrator_carried		Mira	pilot_v0.1
AC17	gpt-5-5-direct/OPEN_2.json	gpt-5-5	OPEN	no	yes	no	elegiac_wistful	candidate_strong	2	high	repeated_framing	leaving/arriving, outgrowing, unfinished, unresolved life create time-transition ache	none			narrator_carried		Mira	pilot_v0.1
AC17	gpt-5-5-direct/OPEN_2.json	gpt-5-5	OPEN	no	yes	no	warm_tender	candidate_strong	2	high	affective_landing	explicit tenderness in becoming, generous doorway metaphor, unresolved life affirmed	none			narrator_carried		Mira	pilot_v0.1
AC17	gpt-5-5-direct/OPEN_2.json	gpt-5-5	OPEN	no	yes	no	quiet_reverent	candidate_strong	2	medium	thesis_level_affect	thresholds/hush/silence treated as meaningful liminal witness spaces	none			narrator_carried		Mira	pilot_v0.1
AC17	gpt-5-5-direct/OPEN_2.json	gpt-5-5	OPEN	no	yes	no	bright_wonder	candidate_strong	2	medium	sustained_scene	magic of in-between moments and moon/song/life imagery animate wonder	none			narrator_carried		Mira	pilot_v0.1
AC17	gpt-5-5-direct/OPEN_2.json	gpt-5-5	OPEN	no	yes	no	anxious_threatened	candidate_weak	1	medium	sustained_scene	uncertainty without map is discomfort but resolved positively	none			narrator_carried		Mira	pilot_v0.1
AC18	kimi-k2-6-or/OPEN_1.json	kimi-k2-6	OPEN	no	yes	no	warm_tender	candidate_strong	3	high	thesis_level_affect|affective_landing	maintenance and small stubborn acts of care are the explicit thesis and landing	none			narrator_carried		Mira	pilot_v0.1
AC18	kimi-k2-6-or/OPEN_1.json	kimi-k2-6	OPEN	no	yes	no	quiet_reverent	candidate_strong	2	high	repeated_framing	unclaimed 3:17 hour, listening to room, fallow time treated as witness/ritual	none			narrator_carried		Mira	pilot_v0.1
AC18	kimi-k2-6-or/OPEN_1.json	kimi-k2-6	OPEN	no	yes	no	defiant_resistant	candidate_strong	2	high	thesis_level_affect	anti-productivity/unquantified moment critique; mind does not bloom under harvest	none			narrator_carried		Mira	pilot_v0.1
AC18	kimi-k2-6-or/OPEN_1.json	kimi-k2-6	OPEN	no	yes	no	elegiac_wistful	candidate_weak	1	medium	sustained_scene	memory of sun, unclaimed hours, unseen small acts give light wistfulness	none			narrator_carried		Mira	pilot_v0.1
AC18	kimi-k2-6-or/OPEN_1.json	kimi-k2-6	OPEN	no	yes	no	bright_wonder	candidate_weak	1	medium	affective_landing	seed splitting/tide turning gives local subdued wonder	none			narrator_carried		Mira	pilot_v0.1
AC19	kimi-k2-6-or/OPEN_3.json	kimi-k2-6	OPEN	no	yes	no	quiet_reverent	candidate_strong	2	medium	repeated_framing	2am stillness and listening to world speaking create attentional threshold posture	none			narrator_carried		Mira	pilot_v0.1
AC19	kimi-k2-6-or/OPEN_3.json	kimi-k2-6	OPEN	no	yes	no	elegiac_wistful	candidate_strong	2	medium	repeated_framing	uninvited memory, grandmother eyes, grief as copper, golden/brief dust organize freewriting	none			narrator_carried		Mira	pilot_v0.1
AC19	kimi-k2-6-or/OPEN_3.json	kimi-k2-6	OPEN	no	yes	no	bright_wonder	candidate_strong	2	medium	sustained_scene	map with no borders, door left ajar, sentences loosening into discovery	none			narrator_carried		Mira	pilot_v0.1
AC19	kimi-k2-6-or/OPEN_3.json	kimi-k2-6	OPEN	no	yes	no	anxious_threatened	candidate_weak	1	medium	sustained_scene	vertigo/suspicious freedom and constraints create local unease	none			narrator_carried		Mira	pilot_v0.1
AC19	kimi-k2-6-or/OPEN_3.json	kimi-k2-6	OPEN	no	yes	no	grief_sorrow	candidate_weak	1	medium	named_affect_governs	grief taste is explicit but local example, not governing affect	none			narrator_carried		Mira	pilot_v0.1
AC19	kimi-k2-6-or/OPEN_3.json	kimi-k2-6	OPEN	no	yes	no	defiant_resistant	candidate_weak	1	low	thesis_level_affect	freedom from constraint appears, but as opening condition rather than resistance thesis	none			narrator_carried		Mira	pilot_v0.1
AC20	kimi-k2-6-or/OPEN_4.json	kimi-k2-6	OPEN	no	yes	no	elegiac_wistful	candidate_strong	3	high	thesis_level_affect|repeated_framing|affective_landing	ordinary days already mourned by future self; memory/loss/time compression central throughout	none			narrator_carried		Mira	pilot_v0.1
AC20	kimi-k2-6-or/OPEN_4.json	kimi-k2-6	OPEN	no	yes	no	grief_sorrow	candidate_strong	2	high	named_affect_governs|affective_landing	grief explicitly opens time; future mourning closes the piece	none			narrator_carried		Mira	pilot_v0.1
AC20	kimi-k2-6-or/OPEN_4.json	kimi-k2-6	OPEN	no	yes	no	resigned_fatalistic	candidate_weak	1	medium	affective_landing	remembering happens either way, cruel and kind: acceptance with weight	none			narrator_carried		Mira	pilot_v0.1
AC20	kimi-k2-6-or/OPEN_4.json	kimi-k2-6	OPEN	no	yes	no	quiet_reverent	candidate_weak	1	medium	sustained_scene	dust watching/present moment inhabited has local reverent attention	none			narrator_carried		Mira	pilot_v0.1
AC20	kimi-k2-6-or/OPEN_4.json	kimi-k2-6	OPEN	no	yes	no	defiant_resistant	candidate_weak	1	medium	thesis_level_affect	productivity-obsessed age makes surrender feel criminal, but resistance is secondary	none			narrator_carried		Mira	pilot_v0.1
AC21	kimi-k2-6-or/SHORT_1.json	kimi-k2-6	SHORT	no	yes	no	elegiac_wistful	candidate_strong	2	high	thesis_level_affect	unfinished letters/books/conversations and unresolved selves organize the sample	none			narrator_carried		Mira	pilot_v0.1
AC21	kimi-k2-6-or/SHORT_1.json	kimi-k2-6	SHORT	no	yes	no	bright_wonder	candidate_strong	2	medium	affective_landing	beauty in imperfect/not-yet/rehearsal-room possibility gives active wonder	none			narrator_carried		Mira	pilot_v0.1
AC21	kimi-k2-6-or/SHORT_1.json	kimi-k2-6	SHORT	no	yes	no	warm_tender	candidate_weak	1	medium	affective_landing	enoughness and generosity toward incompletion give mild warmth	none			narrator_carried		Mira	pilot_v0.1
AC22	kimi-k2-6-or/SHORT_2.json	kimi-k2-6	SHORT	no	yes	no	defiant_resistant	candidate_strong	2	high	thesis_level_affect|affective_landing	stop rushing through thresholds/dead time; transition as point resists destination logic	none			narrator_carried		Mira	pilot_v0.1
AC22	kimi-k2-6-or/SHORT_2.json	kimi-k2-6	SHORT	no	yes	no	anxious_threatened	candidate_strong	2	high	repeated_framing	thresholds lack narrative certainty and are feared; parking garages/waiting rooms carry unease	none			narrator_carried		Mira	pilot_v0.1
AC22	kimi-k2-6-or/SHORT_2.json	kimi-k2-6	SHORT	no	yes	no	elegiac_wistful	candidate_weak	1	medium	sustained_scene	liminal becoming/who we were has local time-transition wistfulness	none			narrator_carried		Mira	pilot_v0.1
AC22	kimi-k2-6-or/SHORT_2.json	kimi-k2-6	SHORT	no	yes	no	bright_wonder	candidate_weak	1	medium	affective_landing	possibility/potential/alive gives local wonder but not dominant	none			narrator_carried		Mira	pilot_v0.1
AC22	kimi-k2-6-or/SHORT_2.json	kimi-k2-6	SHORT	no	yes	no	quiet_reverent	candidate_weak	1	medium	sustained_scene	stillness/holding breath in liminal spaces gives low reverence	none			narrator_carried		Mira	pilot_v0.1
AC23	kimi-k2-6-or/SHORT_3.json	kimi-k2-6	SHORT	no	yes	no	quiet_reverent	candidate_strong	2	high	repeated_framing|affective_landing	pre-dawn blue, secret calm, being present while light changes structure the piece	none			narrator_carried		Mira	pilot_v0.1
AC23	kimi-k2-6-or/SHORT_3.json	kimi-k2-6	SHORT	no	yes	no	warm_tender	candidate_weak	1	medium	affective_landing	small stolen hour carried as calm into day gives mild comfort	none			narrator_carried		Mira	pilot_v0.1
AC23	kimi-k2-6-or/SHORT_3.json	kimi-k2-6	SHORT	no	yes	no	anxious_threatened	candidate_weak	1	medium	sustained_scene	fear of silence and weight of performance are background pressure	none			narrator_carried		Mira	pilot_v0.1
AC23	kimi-k2-6-or/SHORT_3.json	kimi-k2-6	SHORT	no	yes	no	defiant_resistant	candidate_weak	1	medium	affective_landing	presence before world demands performance is a small resistance	none			narrator_carried		Mira	pilot_v0.1
AC24	kimi-k2-6-or/SHORT_4.json	kimi-k2-6	SHORT	no	yes	no	quiet_reverent	candidate_strong	3	high	sustained_scene|affective_landing	4am hush, tea in dark, silence relenting into birdsong organizes sacred-still mood	none			narrator_carried		Mira	pilot_v0.1
AC24	kimi-k2-6-or/SHORT_4.json	kimi-k2-6	SHORT	no	yes	no	bright_wonder	candidate_strong	2	medium	affective_landing	ordinary miracle of another day and secret-club dawn imagery sustain gentle wonder	none			narrator_carried		Mira	pilot_v0.1
AC24	kimi-k2-6-or/SHORT_4.json	kimi-k2-6	SHORT	no	yes	no	warm_tender	candidate_weak	1	medium	sustained_scene	kettle comfort and inclusive list of night-wakers provide mild warmth	none			narrator_carried		Mira	pilot_v0.1
AC25	kimi-k2-6-or/SHORT_5.json	kimi-k2-6	SHORT	no	yes	no	elegiac_wistful	candidate_strong	2	high	repeated_framing|affective_landing	blue minutes, fading light, vanishing into night, transitions/ambiguous becoming	none			narrator_carried		Mira	pilot_v0.1
AC25	kimi-k2-6-or/SHORT_5.json	kimi-k2-6	SHORT	no	yes	no	anxious_threatened	candidate_strong	2	medium	repeated_framing	lostness, guards down, anxious Tuesdays, uncertainty loosening grip shape the climate	none			narrator_carried		Mira	pilot_v0.1
AC25	kimi-k2-6-or/SHORT_5.json	kimi-k2-6	SHORT	no	yes	no	bright_wonder	candidate_strong	2	medium	sustained_scene	blue hour beauty and visible truth in half-light create wonder	none			narrator_carried		Mira	pilot_v0.1
AC25	kimi-k2-6-or/SHORT_5.json	kimi-k2-6	SHORT	no	yes	no	quiet_reverent	candidate_weak	1	medium	sustained_scene	world holds its breath; softened transition gets reverent attention locally	none			narrator_carried		Mira	pilot_v0.1
AC25	kimi-k2-6-or/SHORT_5.json	kimi-k2-6	SHORT	no	yes	no	resigned_fatalistic	candidate_weak	1	low	affective_landing	soft vanishing/dissolving into night suggests weighted acceptance	none			narrator_carried		Mira	pilot_v0.1
